ID_LAT_LON_YEAR_WEEK,emission
ID_-23.53_27.47_2019_1,2711.6259969400003
ID_-23.53_27.47_2019_2,2614.0654641999995
ID_-23.53_27.47_2019_3,2597.423944499999
ID_-23.53_27.47_2019_4,2801.2452946569997
ID_-23.53_27.47_2019_5,5013.31181444
ID_-23.53_27.47_2019_6,3754.6593201399996
ID_-23.53_27.47_2019_7,2657.735273100001
ID_-23.53_27.47_2019_8,2649.1420481400005
ID_-23.53_27.47_2019_9,2679.8379038000003
ID_-23.53_27.47_2019_10,2607.633783
ID_-23.53_27.47_2019_11,5304.495339524001
ID_-23.53_27.47_2019_12,7256.769862220006
ID_-23.53_27.47_2019_13,2619.8176980000003
ID_-23.53_27.47_2019_14,2665.621817540001
ID_-23.53_27.47_2019_15,2667.0403023
ID_-23.53_27.47_2019_16,2625.208574000001
ID_-23.53_27.47_2019_17,2599.311319
ID_-23.53_27.47_2019_18,5357.085085009999
ID_-23.53_27.47_2019_19,6241.4036022499995
ID_-23.53_27.47_2019_20,2777.8529604
ID_-23.53_27.47_2019_21,4524.224038698999
ID_-23.53_27.47_2019_22,8488.243529999996
ID_-23.53_27.47_2019_23,7036.64061586
ID_-23.53_27.47_2019_24,8322.572317560003
ID_-23.53_27.47_2019_25,4352.7662069
ID_-23.53_27.47_2019_26,5287.224755950002
ID_-23.53_27.47_2019_27,3831.04602667
ID_-23.53_27.47_2019_28,2830.8293875500003
ID_-23.53_27.47_2019_29,4332.79554379
ID_-23.53_27.47_2019_30,4795.504426460002
ID_-23.53_27.47_2019_31,7046.863018700001
ID_-23.53_27.47_2019_32,8023.356325499999
ID_-23.53_27.47_2019_33,5671.368862777001
ID_-23.53_27.47_2019_34,8534.5203794
ID_-23.53_27.47_2019_35,8296.496454700002
ID_-23.53_27.47_2019_36,2856.6650953399994
ID_-23.53_27.47_2019_37,2665.100600539999
ID_-23.53_27.47_2019_38,2935.8969115399987
ID_-23.53_27.47_2019_39,2754.3668927599992
ID_-23.53_27.47_2019_40,2739.9814673999995
ID_-23.53_27.47_2019_41,2780.012175539999
ID_-23.53_27.47_2019_42,3621.487516540001
ID_-23.53_27.47_2019_43,6142.940876308001
ID_-23.53_27.47_2019_44,15551.565758459992
ID_-23.53_27.47_2019_45,16622.904623160008
ID_-23.53_27.47_2019_46,6490.605032530002
ID_-23.53_27.47_2019_47,13248.254377060006
ID_-23.53_27.47_2019_48,2626.8521287
ID_-23.53_27.47_2019_49,2696.3975185599993
ID_-23.53_27.47_2019_50,2596.2297971999997
ID_-23.53_27.47_2019_51,2539.8050332000003
ID_-23.53_27.47_2019_52,2611.8283066
ID_-23.53_27.47_2020_1,189796.71310667795
ID_-23.53_27.47_2020_2,94819.74794214993
ID_-23.53_27.47_2020_3,136805.32264209993
ID_-23.53_27.47_2020_4,26391.611799509996
ID_-23.53_27.47_2020_5,2599.9107727000005
ID_-23.53_27.47_2020_6,2532.5941466
ID_-23.53_27.47_2020_7,2655.9935851000005
ID_-23.53_27.47_2020_8,2630.0677858599997
ID_-23.53_27.47_2020_9,2576.9252597999994
ID_-23.53_27.47_2020_10,2706.941547199999
ID_-23.53_27.47_2020_11,2690.6113278999997
ID_-23.53_27.47_2020_12,5398.747844500001
ID_-23.53_27.47_2020_13,5821.375772800001
ID_-23.53_27.47_2020_14,2618.8786080000004
ID_-23.53_27.47_2020_15,2583.8632865400014
ID_-23.53_27.47_2020_16,2530.9775425000007
ID_-23.53_27.47_2020_17,5910.576216211001
ID_-23.53_27.47_2020_18,6023.5488915000005
ID_-23.53_27.47_2020_19,7135.864811199997
ID_-23.53_27.47_2020_20,7050.131692031999
ID_-23.53_27.47_2020_21,14695.576938499997
ID_-23.53_27.47_2020_22,2924.631081400001
ID_-23.53_27.47_2020_23,4045.119152774003
ID_-23.53_27.47_2020_24,4128.320797886401
ID_-23.53_27.47_2020_25,13930.707564
ID_-23.53_27.47_2020_26,6523.746099209999
ID_-23.53_27.47_2020_27,7733.671590000001
ID_-23.53_27.47_2020_28,6351.8388865800025
ID_-23.53_27.47_2020_29,3009.6017480000023
ID_-23.53_27.47_2020_30,2980.5422650000023
ID_-23.53_27.47_2020_31,3216.510510279999
ID_-23.53_27.47_2020_32,4432.167545280001
ID_-23.53_27.47_2020_33,2912.415577699999
ID_-23.53_27.47_2020_34,2863.979214100001
ID_-23.53_27.47_2020_35,2909.1479721000005
ID_-23.53_27.47_2020_36,2738.2961975399994
ID_-23.53_27.47_2020_37,5892.870985199999
ID_-23.53_27.47_2020_38,5727.9280502
ID_-23.53_27.47_2020_39,2930.637495759999
ID_-23.53_27.47_2020_40,2826.0019614000007
ID_-23.53_27.47_2020_41,2777.278465250002
ID_-23.53_27.47_2020_42,5213.101277989999
ID_-23.53_27.47_2020_43,5108.770731779998
ID_-23.53_27.47_2020_44,5005.415763860002
ID_-23.53_27.47_2020_45,2707.112128759999
ID_-23.53_27.47_2020_46,2652.74711676
ID_-23.53_27.47_2020_47,2678.14653125
ID_-23.53_27.47_2020_48,219009.55363870002
ID_-23.53_27.47_2020_49,31160.461493339993
ID_-23.53_27.47_2020_50,2592.2288781999996
ID_-23.53_27.47_2020_51,2991.9848427
ID_-23.53_27.47_2020_52,3307.2626858500003
ID_-23.53_27.47_2021_1,3142.096201780001
ID_-23.53_27.47_2021_2,30690.080528699975
ID_-23.53_27.47_2021_3,13649.884464360011
ID_-23.53_27.47_2021_4,2603.9662421
ID_-23.53_27.47_2021_5,2695.9357168299994
ID_-23.53_27.47_2021_6,2474.1066875799997
ID_-23.53_27.47_2021_7,15558.052023499
ID_-23.53_27.47_2021_8,6868.312421999999
ID_-23.53_27.47_2021_9,6710.848464500001
ID_-23.53_27.47_2021_10,7614.844310259996
ID_-23.53_27.47_2021_11,2683.5291029600003
ID_-23.53_27.47_2021_12,2602.2814364000005
ID_-23.53_27.47_2021_13,8155.076073859997
ID_-23.53_27.47_2021_14,9583.381860859998
ID_-23.53_27.47_2021_15,5196.458005719999
ID_-23.53_27.47_2021_16,11056.587881210002
ID_-23.53_27.47_2021_17,2689.5009154
ID_-23.53_27.47_2021_18,5115.79548787
ID_-23.53_27.47_2021_19,4000.7703126200004
ID_-23.53_27.47_2021_20,7163.929038269997
ID_-23.53_27.47_2021_21,2675.8367365
ID_-23.53_27.47_2021_22,2888.280771200002
ID_-23.53_27.47_2021_23,2992.011699400001
ID_-23.53_27.47_2021_24,4627.571158818
ID_-23.53_27.47_2021_25,4675.176684273
ID_-23.53_27.47_2021_26,3052.7826920000016
ID_-23.53_27.47_2021_27,3223.7474330000005
ID_-23.53_27.47_2021_28,3074.329376000002
ID_-23.53_27.47_2021_29,3009.0782271000007
ID_-23.53_27.47_2021_30,3103.4857848000015
ID_-23.53_27.47_2021_31,7706.149951599999
ID_-23.53_27.47_2021_32,8006.384571799999
ID_-23.53_27.47_2021_33,3135.429009300003
ID_-23.53_27.47_2021_34,3040.075449300001
ID_-23.53_27.47_2021_35,2986.5601272500007
ID_-23.53_27.47_2021_36,2887.3560893
ID_-23.53_27.47_2021_37,2804.9352726000006
ID_-23.53_27.47_2021_38,5869.9434588700005
ID_-23.53_27.47_2021_39,16691.912366499997
ID_-23.53_27.47_2021_40,2887.913108100001
ID_-23.53_27.47_2021_41,3114.6431141999997
ID_-23.53_27.47_2021_42,2905.6508625400006
ID_-23.53_27.47_2021_43,2836.8724902
ID_-23.53_27.47_2021_44,2803.1536476
ID_-23.53_27.47_2021_45,2840.9210184000026
ID_-23.53_27.47_2021_46,2854.415226759999
ID_-23.53_27.47_2021_47,2731.0559549999994
ID_-23.53_27.47_2021_48,2726.852908760001
ID_-23.53_27.47_2021_49,2713.5118211999998
ID_-23.53_27.47_2021_50,2666.6064132000006
ID_-23.53_27.47_2021_51,2641.3164432000003
ID_-23.53_27.47_2021_52,2616.972666200001
ID_-23.53_27.47_2022_1,2623.1472401999995
ID_-23.53_27.47_2022_2,2555.1640580499998
ID_-23.53_27.47_2022_3,37806.88081168001
ID_-23.53_27.47_2022_4,285412.6911334999
ID_-23.53_27.47_2022_5,21151.702792930013
ID_-23.53_27.47_2022_6,7645.668341890002
ID_-23.53_27.47_2022_7,2704.158893100001
ID_-23.53_27.47_2022_8,52245.52401516999
ID_-23.53_27.47_2022_9,4587.824495480002
ID_-23.53_27.47_2022_10,2756.1599457599996
ID_-23.53_27.47_2022_11,2768.876665999999
ID_-23.53_27.47_2022_12,2780.7564750000006
ID_-23.53_27.47_2022_13,5687.622523177
ID_-23.53_27.47_2022_14,10881.518516498
ID_-23.53_27.47_2022_15,2742.566019999999
ID_-23.53_27.47_2022_16,2678.3238894999995
ID_-23.53_27.47_2022_17,2978.9066965000006
ID_-23.53_27.47_2022_18,6664.143729676999
ID_-23.53_27.47_2022_19,7553.91536823
ID_-23.53_27.47_2022_20,3047.7605390000012
ID_-23.53_27.47_2022_21,3117.1580673999997
ID_-23.53_27.47_2022_22,3182.4803507000033
ID_-23.53_27.47_2022_23,3132.282742700001
ID_-23.53_27.47_2022_24,3209.1150407000014
ID_-23.53_27.47_2022_25,3069.4616976000016
ID_-23.53_27.47_2022_26,3003.555662100001
ID_-23.53_27.47_2022_27,3218.394917600002
ID_-23.53_27.47_2022_28,14748.802570858012
ID_-23.53_27.47_2022_29,3631.749248500001
ID_-23.53_27.47_2022_30,3215.9693757000014
ID_-23.53_27.47_2022_31,3210.2392196000014
ID_-23.53_27.47_2022_32,3241.189264000001
ID_-23.53_27.47_2022_33,7797.7786553079995
ID_-23.53_27.47_2022_34,6738.002857199999
ID_-23.53_27.47_2022_35,2977.91151389
ID_-23.53_27.47_2022_36,4045.7986309000007
ID_-23.53_27.47_2022_37,4878.9473705479995
ID_-23.53_27.47_2022_38,17030.329524155
ID_-23.53_27.47_2022_39,3058.0852732000017
ID_-23.53_27.47_2022_40,2955.707986400003
ID_-23.53_27.47_2022_41,2817.9280343000014
ID_-23.53_27.47_2022_42,2885.921717000001
ID_-23.53_27.47_2022_43,2889.069363400001
ID_-23.53_27.47_2022_44,2690.3551373
ID_-23.53_27.47_2022_45,2627.0942533999996
ID_-23.53_27.47_2022_46,2717.839361799999
ID_-23.53_27.47_2022_47,2693.0792223999997
ID_-23.53_27.47_2022_48,25964.637944439994
ID_-23.53_27.47_2022_52,2870.183273100001
ID_-23.53_27.57_2019_1,2888.1624155000004
ID_-23.53_27.57_2019_2,38947.59458
ID_-23.53_27.57_2019_3,2569.5258262499988
ID_-23.53_27.57_2019_4,11829.500922517002
ID_-23.53_27.57_2019_5,8907.28213341
ID_-23.53_27.57_2019_6,2331.0551971070004
ID_-23.53_27.57_2019_7,5700.875139780001
ID_-23.53_27.57_2019_8,18001.886195830008
ID_-23.53_27.57_2019_9,2648.5814528000005
ID_-23.53_27.57_2019_10,2627.8878010000003
ID_-23.53_27.57_2019_11,5292.319198400002
ID_-23.53_27.57_2019_12,36267.18967611003
ID_-23.53_27.57_2019_13,8046.582510030002
ID_-23.53_27.57_2019_14,2738.2478440000014
ID_-23.53_27.57_2019_15,2740.8105519999995
ID_-23.53_27.57_2019_16,2732.01569
ID_-23.53_27.57_2019_17,2569.3102297999994
ID_-23.53_27.57_2019_18,6412.97331473
ID_-23.53_27.57_2019_19,4296.712154399997
ID_-23.53_27.57_2019_20,2942.9133674000004
ID_-23.53_27.57_2019_21,4124.094771797
ID_-23.53_27.57_2019_22,8192.794322859996
ID_-23.53_27.57_2019_23,6386.712099860001
ID_-23.53_27.57_2019_24,6795.916449859998
ID_-23.53_27.57_2019_25,3731.1068694000014
ID_-23.53_27.57_2019_26,5606.81182632
ID_-23.53_27.57_2019_27,5248.808876533002
ID_-23.53_27.57_2019_28,3027.5192460499993
ID_-23.53_27.57_2019_29,5464.4454533
ID_-23.53_27.57_2019_30,3998.5363183320005
ID_-23.53_27.57_2019_31,6746.918796499999
ID_-23.53_27.57_2019_32,8182.400676750001
ID_-23.53_27.57_2019_33,3563.792259373999
ID_-23.53_27.57_2019_34,5766.751345000001
ID_-23.53_27.57_2019_35,7486.7688020999985
ID_-23.53_27.57_2019_36,2782.6815445400002
ID_-23.53_27.57_2019_37,4846.807047000002
ID_-23.53_27.57_2019_38,10337.901342500001
ID_-23.53_27.57_2019_39,9017.492432390001
ID_-23.53_27.57_2019_40,2757.875996299999
ID_-23.53_27.57_2019_41,2762.2623477599996
ID_-23.53_27.57_2019_42,6626.245213606999
ID_-23.53_27.57_2019_43,6333.109220230002
ID_-23.53_27.57_2019_44,5482.395417126999
ID_-23.53_27.57_2019_45,4978.283879759999
ID_-23.53_27.57_2019_46,7187.005910247
ID_-23.53_27.57_2019_47,30629.66097496001
ID_-23.53_27.57_2019_48,2672.248514700001
ID_-23.53_27.57_2019_49,2676.785420199999
ID_-23.53_27.57_2019_50,2598.5821421999995
ID_-23.53_27.57_2019_51,2582.7436981999986
ID_-23.53_27.57_2019_52,2621.8504046000003
ID_-23.53_27.57_2020_1,194728.66051554994
ID_-23.53_27.57_2020_2,126895.54236156994
ID_-23.53_27.57_2020_3,2634.4824250499996
ID_-23.53_27.57_2020_4,2620.7688020000005
ID_-23.53_27.57_2020_5,2645.3348687000002
ID_-23.53_27.57_2020_6,2555.929423599999
ID_-23.53_27.57_2020_7,2645.7530226999997
ID_-23.53_27.57_2020_8,2620.8822428600006
ID_-23.53_27.57_2020_9,2574.1200558
ID_-23.53_27.57_2020_10,2686.4808782
ID_-23.53_27.57_2020_11,2652.6309288
ID_-23.53_27.57_2020_12,5986.675675630001
